dt_referencia,seller_id,dt_ultima_venda,receita_total,qtde_venda,qtde_itens_total,qtde_itens_distintos_total,frete_total,receita_por_venda,qtde_itens_por_venda,frete_por_venda,frete_por_item,proporcao_ativacao,qtde_venda_futura,flag_churn
2018-04-01,9f505651f4a6abe901a56cdc21508025,2018-03-28 11:26:12,8587.0,132,143,48,2016.849999999999,65.0,1,15.0,14.103846153846147,1.0,132,0
2018-04-01,9fc70243fb26800cba56e8f014797004,2018-02-25 19:14:56,339.0,4,5,2,74.5,85.0,1,19.0,14.9,0.67,1,0
2018-04-01,a0415d9b25ede3c4b1e477e9916ffc03,2018-01-09 11:53:29,2295.0,3,3,3,80.97,765.0,1,27.0,26.99,0.33,0,1
2018-04-01,a066df7361163e7ddc5d7452dd17448b,2018-03-21 19:36:39,990.0,13,15,5,235.15999999999997,76.0,1,18.0,15.677333333333332,0.67,2,0
2018-04-01,a06c8ff043abea0528ee44171e2140a2,2018-03-13 21:41:16,247.0,2,2,1,15.84,123.0,1,8.0,7.92,0.33,2,0
2018-04-01,a080fc8a850289b27500f6b49cca2553,2018-03-13 20:28:59,139.0,1,1,1,18.85,139.0,1,19.0,18.85,0.17,3,0
2018-04-01,a08692680c77d30a0b4280da5df01c5a,2018-01-26 08:17:40,1963.0,4,14,4,194.59000000000003,491.0,3,49.0,13.899285714285716,0.5,0,1
2018-04-01,a1040efe9ff4a6f93c28b0499eada8f5,2018-02-03 14:07:04,1659.0,1,1,1,34.48,1659.0,1,34.0,34.48,0.17,0,1
2018-04-01,a1043bafd471dff536d0c462352beb48,2018-03-28 15:12:18,58516.0,395,426,5,18186.26999999999,148.0,1,46.0,42.6907746478873,1.0,164,0
2018-04-01,a150c540f572d0fb53992264bc5c10b5,2018-02-04 22:19:12,120.0,1,1,1,15.59,120.0,1,16.0,15.59,0.17,0,1
2018-04-01,a17f621c590ea0fab3d5d883e1630ec6,2018-03-24 14:54:33,967.0,19,27,13,359.33,51.0,1,19.0,13.308518518518518,1.0,2,0
2018-04-01,a254c682cc01e119f83530446f1df9a9,2018-03-30 17:10:31,249.0,2,3,2,80.92,124.0,1,40.0,26.973333333333333,0.17,1,0
2018-04-01,a2e874074c877c5a05abae80ad6e488f,2018-03-04 15:02:39,3667.0,15,15,8,382.7500000000001,244.0,1,26.0,25.516666666666673,0.67,1,0
2018-04-01,a2fa0bdc798ee84cdb08281337cf4fb6,2018-01-15 09:33:40,198.0,2,5,2,86.78,99.0,2,43.0,17.356,0.33,0,1
2018-04-01,a3082f442524a1be452e3189e003b361,2018-01-18 10:20:36,50.0,1,1,1,18.59,50.0,1,19.0,18.59,0.17,0,1
2018-04-01,a369d693961cb93b61ca2cc518872a85,2018-03-30 21:17:44,1815.0,7,10,5,454.65000000000003,259.0,1,65.0,45.465,0.83,3,0
2018-04-01,a36b125ac6d5fdbc7f50de85c9157bdc,2018-03-26 21:29:13,1049.0,9,11,6,175.41,117.0,1,19.0,15.946363636363635,0.83,0,1
2018-04-01,a3a38f4affed601eb87a97788c949667,2018-03-26 15:50:00,5758.0,55,57,38,1073.3,105.0,1,20.0,18.82982456140351,1.0,17,0
2018-04-01,a3dd39f583bc80bd8c5901c95878921e,2018-03-20 20:41:40,4359.0,30,32,3,710.18,145.0,1,24.0,22.193125,0.83,2,0
2018-04-01,a3e9a2c700480d9bb01fba070ba80a0e,2018-03-26 20:33:39,5314.0,52,55,31,1090.38,102.0,1,21.0,19.82509090909091,1.0,30,0
2018-04-01,a3f0b55de503387383c7b1de3ad7f678,2018-03-24 09:59:59,1825.0,9,10,9,504.15999999999997,203.0,1,56.0,50.416,0.67,14,0
2018-04-01,a414555ce331b8c8aea4a9cb8395194d,2018-03-23 17:04:27,146.0,2,3,2,49.65,73.0,1,25.0,16.55,0.17,5,0
2018-04-01,a416b6a846a11724393025641d4edd5e,2018-03-22 08:08:32,12711.0,70,75,58,1217.6700000000003,182.0,1,17.0,16.235600000000005,1.0,21,0
2018-04-01,a420f60ff1aa9acc80d0e42959f2b313,2018-03-25 20:34:39,3446.0,33,33,9,560.5199999999999,104.0,1,17.0,16.98545454545454,1.0,18,0
2018-04-01,a425f92c199eb576938df686728acd20,2018-03-11 10:15:39,694.0,11,13,13,203.6,63.0,1,19.0,15.661538461538461,0.83,2,0
2018-04-01,a44fb5a447105f8469bdf16bf9159f25,2018-03-26 21:42:12,695.0,7,7,3,123.86,99.0,1,18.0,17.694285714285716,0.67,9,0
2018-04-01,a478c7961d6a992065b24e63b366f90b,2018-02-21 02:17:40,199.0,1,1,1,26.23,199.0,1,26.0,26.23,0.17,0,1
2018-04-01,a49928bcdf77c55c6d6e05e09a9b4ca5,2018-03-06 13:02:23,4628.0,50,54,3,856.5999999999999,92.0,1,17.0,15.86296296296296,1.0,6,0
2018-04-01,a5259c149128e82c9d6d46e0c1c812bb,2018-03-09 10:24:31,974.0,7,7,6,395.38,139.0,1,56.0,56.48285714285714,0.67,0,1
2018-04-01,a5a1bfcf728ab0e19182959cf0771ee4,2018-02-20 23:00:59,400.0,5,7,2,98.02000000000001,80.0,1,20.0,14.002857142857144,0.33,10,0
2018-04-01,a5cba26a62b8b4d0145b68b841e62e7f,2018-03-26 14:48:36,7503.0,24,25,11,668.73,313.0,1,28.0,26.749200000000002,1.0,17,0
2018-04-01,a5dd1946fb63ada8bcaa0c9cd8f11e22,2018-03-11 11:11:51,195.0,5,6,5,194.11,39.0,1,39.0,32.35166666666667,0.5,0,1
2018-04-01,a673821011d0cec28146ea42f5ab767f,2018-03-27 16:47:09,4995.0,52,57,26,1072.21,96.0,1,21.0,18.810701754385967,1.0,35,0
2018-04-01,a67780aba9dd436e7ac0aa1f889e73ec,2018-01-31 11:55:35,387.0,3,3,3,96.57,129.0,1,32.0,32.19,0.33,1,0
2018-04-01,a6bd7d1ccdac48c6b33b28596b7eb122,2018-03-18 22:23:16,7817.0,8,8,8,357.81000000000006,977.0,1,45.0,44.72625000000001,0.67,2,0
2018-04-01,a6fe7de3d16f6149ffe280349a8535a0,2018-03-22 03:34:22,1390.0,25,25,11,358.90000000000003,56.0,1,14.0,14.356000000000002,1.0,11,0
2018-04-01,a72c2f59332659e361d647515c698798,2018-02-16 14:41:37,546.0,3,4,2,69.01,182.0,1,23.0,17.2525,0.33,1,0
2018-04-01,a7c88262832dfc683781d6a421edefae,2018-02-12 22:54:10,409.0,1,1,1,17.62,409.0,1,18.0,17.62,0.17,0,1
2018-04-01,a806a4bb063ea7ca6d374eafa50a6058,2018-02-12 17:56:55,295.0,5,6,5,110.87,59.0,1,22.0,18.478333333333335,0.33,0,1
2018-04-01,a938325a4b357fd23a6a4d5bb126408e,2018-03-07 12:07:10,1608.0,11,12,9,208.98000000000002,146.0,1,19.0,17.415000000000003,0.67,7,0
2018-04-01,a9415cf907dfa12f9ed18693244f5329,2018-01-19 16:34:05,210.0,1,2,1,175.42,210.0,2,175.0,87.71,0.17,0,1
2018-04-01,aa1eb17b9fdf6dfd546e25c45c7b9235,2018-03-25 23:19:51,88.0,2,3,2,28.88,44.0,1,14.0,9.626666666666667,0.33,1,0
2018-04-01,aac29b1b99776be73c3049939652091d,2018-03-27 14:29:03,1761.0,29,49,7,989.6000000000001,61.0,1,34.0,20.19591836734694,0.83,15,0
2018-04-01,aae3bfea055532c57fb453ed3ec80b30,2018-01-20 18:36:15,455.0,8,8,4,139.48999999999998,57.0,1,17.0,17.436249999999998,0.5,1,0
2018-04-01,aaed1309374718fdd995ee4c58c9dfcd,2018-03-10 15:22:19,3100.0,32,33,21,615.4400000000002,97.0,1,19.0,18.649696969696976,1.0,4,0
2018-04-01,aafe36600ce604f205b86b5084d3d767,2018-03-19 21:35:46,3322.0,40,41,18,757.4199999999998,83.0,1,19.0,18.47365853658536,1.0,29,0
2018-04-01,ab3e0c171fe84a7ba7de130f19cfb485,2018-01-15 14:26:05,160.0,1,2,1,30.62,160.0,2,31.0,15.31,0.17,1,0
2018-04-01,ab91571efab27993ff2f6b36e38055c3,2018-03-23 17:02:20,52.0,1,2,1,36.46,51.0,2,36.0,18.23,0.17,1,0
2018-04-01,ab9db4cf53b08b828b64dccaafc2d9f0,2018-01-14 07:49:53,39.0,1,1,1,17.6,39.0,1,18.0,17.6,0.17,0,1
2018-04-01,aba1721a889e04decc910aa13b768ef4,2018-03-28 16:56:28,3693.0,27,29,26,346.0199999999999,137.0,1,13.0,11.931724137931031,1.0,15,0
2018-04-01,abbf6046bbdf1028606a5bc7f00c99e7,2018-03-17 12:52:37,780.0,3,3,3,60.93,260.0,1,20.0,20.31,0.5,3,0
2018-04-01,abcd2cb37d46c2c8fb1bf071c859fc5b,2018-03-06 18:14:49,3141.0,30,37,22,872.13,105.0,1,29.0,23.571081081081083,1.0,6,0
2018-04-01,abe42c5d03695b4257b5c6cbf4e6784e,2018-03-25 20:38:59,6691.0,19,19,18,333.42999999999995,352.0,1,18.0,17.54894736842105,1.0,20,0
2018-04-01,ac3508719a1d8f5b7614b798f70af136,2018-03-25 10:24:08,8393.0,69,69,35,2118.209999999999,122.0,1,31.0,30.6986956521739,1.0,9,0
2018-04-01,ac51cac5e20d69ff485a54746488ef48,2018-01-29 10:29:18,700.0,3,3,3,58.7,233.0,1,20.0,19.566666666666666,0.17,0,1
2018-04-01,ac6417315ae5da8f9a38ee11de6f7780,2018-03-27 11:44:20,170.0,3,3,3,59.980000000000004,56.0,1,20.0,19.993333333333336,0.5,1,0
2018-04-01,acadd4d36859671cb635527c6c977533,2018-03-27 22:19:36,853.0,8,8,7,144.29000000000002,107.0,1,18.0,18.036250000000003,0.5,2,0
2018-04-01,aced59e9b31ef866a94f9e7f29d8d418,2018-03-27 10:40:00,2668.0,27,28,11,372.51000000000005,99.0,1,14.0,13.303928571428573,1.0,6,0
2018-04-01,ad273c9eb54ecb4532de4bf75bae9e4e,2018-01-02 17:47:14,271.0,3,4,4,78.24,90.0,1,26.0,19.56,0.5,2,0
2018-04-01,ad420dd0c4f92f8af951ac24b86d0cf5,2018-03-15 11:11:52,1405.0,15,17,12,307.5,94.0,1,21.0,18.08823529411765,0.67,15,0
2018-04-01,ad75519a07f039025e83795a4418470f,2018-01-30 15:25:29,177.0,2,5,2,83.82000000000001,88.0,2,42.0,16.764000000000003,0.17,0,1
2018-04-01,ad781527c93d00d89a11eecd9dcad7c1,2018-03-16 21:24:33,3970.0,25,25,2,1505.0999999999997,159.0,1,60.0,60.203999999999986,0.83,10,0
2018-04-01,ad97a199236354e53fcd91a5a913e9a2,2018-03-22 20:59:50,7826.0,11,11,5,465.78,711.0,1,42.0,42.343636363636364,0.83,3,0
2018-04-01,adbc26658d6c7b4b6219f9d934598091,2018-03-28 23:27:18,8569.0,61,64,8,1199.9600000000003,140.0,1,20.0,18.749375000000004,1.0,16,0
2018-04-01,ae45df84722b1d15c5f32b23a095746c,2018-02-22 18:41:33,28.0,1,1,1,7.78,28.0,1,8.0,7.78,0.17,6,0
2018-04-01,af4a0e4cfe1d9c26b6712b1be25a72e5,2018-03-15 22:35:02,6102.0,18,22,16,448.62,339.0,1,25.0,20.39181818181818,1.0,0,1
2018-04-01,af7cdac9d9897cddead9c6b08976c642,2018-03-14 08:57:54,80.0,1,1,1,27.29,80.0,1,27.0,27.29,0.17,4,0
2018-04-01,afe0067131b73e40875c9b6c10bd2e21,2018-01-11 16:59:52,1490.0,14,14,5,386.4,106.0,1,28.0,27.599999999999998,0.67,2,0
2018-04-01,b0398568231ba5e6734af1881671a317,2018-03-28 14:42:51,558.0,2,2,1,60.63,279.0,1,30.0,30.315,0.17,2,0
2018-04-01,b080809eaacb49e5ca07290981472431,2018-03-26 09:57:23,290.0,8,8,4,93.13,36.0,1,12.0,11.64125,0.67,1,0
2018-04-01,b0b346d3a89f5eb4c2968af3f083cd43,2018-03-14 21:03:17,329.0,7,7,4,125.9,47.0,1,18.0,17.985714285714288,0.83,0,1
2018-04-01,b14db04aa7881970e83ffa9426897925,2018-03-30 18:40:22,1752.0,23,35,5,675.2700000000001,76.0,1,29.0,19.293428571428574,1.0,7,0
2018-04-01,b17b679f4f5ce2e03ce6968c62648246,2018-03-14 21:15:35,1536.0,20,20,14,378.67000000000013,77.0,1,19.0,18.933500000000006,0.83,6,0
2018-04-01,b18871c324516afa228a13e8f1ef0ae9,2018-03-05 19:29:12,232.0,2,4,1,60.9,117.0,2,30.0,15.225,0.33,7,0
2018-04-01,b18dc380845b24038cfc48006478f099,2018-03-18 22:36:24,2832.0,15,17,9,274.54,189.0,1,18.0,16.149411764705885,0.83,23,0
2018-04-01,b19f3ca2ea475913750f25a5c37c8d8f,2018-03-25 13:44:33,1138.0,5,5,5,283.46,227.0,1,57.0,56.69199999999999,0.5,7,0
2018-04-01,b1a81260566c1bac3114a6d124413f27,2018-03-26 10:53:16,300.0,2,2,2,40.040000000000006,150.0,1,20.0,20.020000000000003,0.17,32,0
2018-04-01,b1fc4f64df5a0e8b6913ab38803c57a9,2018-03-29 05:37:32,4618.0,65,77,4,1307.0900000000006,71.0,1,20.0,16.975194805194814,1.0,22,0
2018-04-01,b2479f944e1b90cf8a5de1bbfde284d6,2018-03-31 21:09:19,2239.0,47,66,24,985.8600000000008,48.0,1,21.0,14.93727272727274,0.5,39,0
2018-04-01,b26741d31a563d769b4af0465ab20c56,2018-03-26 16:14:32,648.0,2,2,2,47.03,324.0,1,24.0,23.515,0.33,0,1
2018-04-01,b2a6d334e2833acea353624840e25a0e,2018-02-20 10:47:14,1478.0,21,22,4,346.0899999999999,70.0,1,16.0,15.731363636363632,0.67,1,0
2018-04-01,b2ac621f0d0322434d04a12b078b9369,2018-03-22 17:19:48,5124.0,14,14,9,398.39,366.0,1,28.0,28.45642857142857,0.83,6,0
2018-04-01,b2ba3715d723d245138f291a6fe42594,2018-03-28 13:16:01,24774.0,173,179,96,3184.209999999998,143.0,1,18.0,17.788882681564235,1.0,29,0
2018-04-01,b32be1695eb7ec5f10f72d9610a12527,2018-03-15 11:48:50,19187.0,32,33,7,2217.5400000000004,600.0,1,69.0,67.19818181818184,0.83,7,0
2018-04-01,b33aaadd1a8891d2dfef0c4c3bdf0371,2018-03-22 20:08:38,746.0,8,8,3,118.47000000000001,93.0,1,15.0,14.808750000000002,0.5,8,0
2018-04-01,b33e7c55446eabf8fe1a42d037ac7d6d,2018-03-31 12:44:54,39813.0,133,136,30,2359.32,299.0,1,18.0,17.347941176470588,1.0,11,0
2018-04-01,b347677812ea483b0f528eaf8cbc09b7,2018-03-03 11:51:36,4437.0,12,12,4,483.74,370.0,1,40.0,40.31166666666667,0.83,9,0
2018-04-01,b372ee768ed69e46ca8cdbd267aa7a38,2018-03-06 14:57:33,5205.0,26,29,16,477.78999999999985,200.0,1,18.0,16.475517241379304,1.0,17,0
2018-04-01,b37c4c02bda3161a7546a4e6d222d5b2,2018-02-11 14:23:55,3300.0,1,2,1,58.24,3300.0,2,58.0,29.12,0.17,0,1
2018-04-01,b39d7fe263ef469605dbb32608aee0af,2018-03-13 10:49:33,1062.0,7,7,4,168.87,152.0,1,24.0,24.124285714285715,0.67,19,0
2018-04-01,b3b17aab11f273023a5f22ca52e1eb70,2018-03-31 11:25:53,3051.0,4,7,4,140.32999999999998,763.0,1,35.0,20.047142857142855,0.33,3,0
2018-04-01,b410bdd36d5db7a65dcd42b7ead933b8,2018-03-26 13:04:12,1611.0,9,9,1,189.12,179.0,1,21.0,21.013333333333335,0.5,24,0
2018-04-01,b499c00f28f4b7069ff6550af8c1348a,2018-03-21 18:59:56,5008.0,70,86,39,1120.9399999999991,72.0,1,16.0,13.034186046511618,1.0,40,0
2018-04-01,b4a476fbd28de64b1e347abf9089366a,2018-03-26 13:49:24,1477.0,5,5,4,240.91,295.0,1,48.0,48.182,0.67,3,0
2018-04-01,b4ffb71f0cb1b1c3d63fad021ecf93e1,2018-03-27 15:44:50,3086.0,66,81,56,1171.31,47.0,1,18.0,14.460617283950617,1.0,29,0
2018-04-01,b55638ad525e906c698fa2ce742c1742,2018-03-12 11:34:33,756.0,9,10,5,191.98999999999998,84.0,1,21.0,19.198999999999998,0.67,1,0
2018-04-01,b561927807645834b59ef0d16ba55a24,2018-03-31 15:01:43,1285.0,22,25,18,345.14999999999986,59.0,1,16.0,13.805999999999994,0.5,31,0
2018-04-01,b566ab0ef88016e00422755e305103c6,2018-03-27 10:24:28,290.0,2,2,2,43.739999999999995,145.0,1,22.0,21.869999999999997,0.17,2,0
2018-04-01,b56828a9f9027f3c918c04ca720d9e3c,2018-01-02 11:39:42,240.0,2,2,2,89.41,120.0,1,45.0,44.705,0.33,1,0
2018-04-01,b56906f7fd1696e043f1bcce164c487b,2018-03-23 12:20:41,993.0,20,20,8,417.4099999999999,50.0,1,21.0,20.870499999999996,0.83,5,0
2018-04-01,b5abf4f36adc043117b4fca82c22984c,2018-02-26 14:49:52,312.0,3,4,2,50.17999999999999,104.0,1,17.0,12.544999999999998,0.5,2,0
2018-04-01,b5bb2b985208834bd5bd86c7a402bbad,2018-01-31 21:10:29,311.0,1,1,1,18.61,311.0,1,19.0,18.61,0.17,1,0
2018-04-01,b5f49fe968dff6b112861e6cd8e192ef,2018-01-18 18:21:21,195.0,1,2,2,42.97,195.0,2,43.0,21.485,0.17,0,1
2018-04-01,b6d44737c043328708f6749c2dbe50bd,2018-03-28 12:34:09,1691.0,23,28,13,448.89999999999986,73.0,1,20.0,16.03214285714285,0.83,16,0
2018-04-01,b6e1504972665f739dec4facb9943775,2018-03-26 12:35:07,1158.0,11,11,6,172.76000000000002,105.0,1,16.0,15.705454545454547,0.83,0,1
2018-04-01,b74d1c09cb380e1d03a6f859c6f4224b,2018-03-30 13:02:49,260.0,7,9,5,121.17999999999999,37.0,1,17.0,13.464444444444444,0.33,22,0
2018-04-01,b76a1f8356322f12529c37b67d5c96c2,2018-02-19 15:11:22,299.0,5,5,5,56.38999999999999,60.0,1,11.0,11.277999999999999,0.5,0,1
2018-04-01,b76dba6c951ab00dc4edf0a1aa88037e,2018-03-28 21:16:15,351.0,19,20,13,239.64999999999995,18.0,1,13.0,11.982499999999998,0.83,21,0
2018-04-01,b839e41795b7f3ad94cc2014a52f6796,2018-03-06 11:42:16,3257.0,4,4,3,81.00999999999999,814.0,1,20.0,20.252499999999998,0.17,24,0
2018-04-01,b83cedfb587e7911540e3f576d6917ce,2018-02-14 10:48:33,662.0,7,7,5,85.67,94.0,1,12.0,12.23857142857143,0.83,2,0
2018-04-01,b8555308bfdb4ca1ed54325a58da9a97,2018-03-28 11:33:57,1495.0,12,14,3,282.86,124.0,1,24.0,20.204285714285714,0.67,8,0
2018-04-01,b8630e1121437d41cb08e3c749c2c2e2,2018-03-10 10:30:51,3357.0,3,3,3,151.08,1119.0,1,50.0,50.36000000000001,0.5,6,0
2018-04-01,b86a47b3366e3b5424a7b225781f4908,2018-01-05 10:01:43,87.0,1,1,1,19.85,87.0,1,20.0,19.85,0.17,0,1
2018-04-01,b87a7ea0c30fad2dd6781b74a0064859,2018-03-24 16:49:22,460.0,7,7,7,95.85,66.0,1,14.0,13.692857142857141,0.33,1,0
2018-04-01,b8bc237ba3788b23da09c0f1f3a3288c,2018-03-13 11:10:49,6586.0,22,24,1,1132.6600000000003,299.0,1,51.0,47.19416666666668,1.0,19,0
2018-04-01,b90e891671cffd9557f33a97dc523645,2018-03-27 09:26:49,1383.0,14,16,10,281.59999999999997,99.0,1,20.0,17.599999999999998,0.83,12,0
2018-04-01,b92e3c8f9738272ff7c59e111e108d7c,2018-03-04 10:51:11,2968.0,22,25,15,821.6000000000001,135.0,1,37.0,32.864000000000004,1.0,14,0
2018-04-01,b94cc9f10ddc85e4ba73a6f7974e7101,2018-03-24 10:00:48,18200.0,29,29,7,662.1600000000001,627.0,1,23.0,22.833103448275864,0.33,10,0
2018-04-01,b9a03475e6447e631b6799ec8274800f,2018-03-21 08:55:12,951.0,8,8,6,220.04000000000002,119.0,1,28.0,27.505000000000003,0.67,0,1
2018-04-01,ba5daa4041e1f15cdf34b76e3e18a450,2018-03-23 15:52:53,216.0,4,4,3,39.47,54.0,1,10.0,9.8675,0.33,9,0
2018-04-01,ba6b4a237f92479743cf0ca06b67a9ac,2018-02-27 14:25:43,235.0,3,3,2,44.03,78.0,1,15.0,14.676666666666668,0.33,1,0
2018-04-01,ba6ce6de456f6c11d08c17701ba5c26f,2018-03-20 11:58:59,237.0,2,3,2,38.5,119.0,1,19.0,12.833333333333334,0.33,3,0
2018-04-01,ba90964cff9b9e0e6f32b23b82465f7b,2018-03-30 13:36:43,12760.0,11,11,8,352.89,1160.0,1,32.0,32.08090909090909,0.33,24,0
2018-04-01,bacb1f0ed56ad24198f5810d2b3fe9a5,2018-01-17 22:58:43,872.0,6,6,4,99.77000000000001,145.0,1,17.0,16.628333333333334,0.5,0,1
2018-04-01,bafc5aa11e413978be29040f51342e70,2018-01-25 09:28:33,1680.0,9,9,6,149.92000000000002,187.0,1,17.0,16.65777777777778,0.33,0,1
2018-04-01,bb135baca94c82fcb731335ad5b04a03,2018-03-26 13:02:31,314.0,8,11,8,124.11,39.0,1,16.0,11.282727272727273,0.83,2,0
2018-04-01,bb5bd94c8f59cc050072d2930c869cac,2018-02-24 10:02:14,765.0,5,5,4,73.8,153.0,1,15.0,14.76,0.67,2,0
2018-04-01,bb5d956dece964a06c12bceb66b923ae,2018-02-19 12:18:48,1278.0,2,2,2,50.14,639.0,1,25.0,25.07,0.33,0,1
2018-04-01,bb7a14e229b1c95156719c3d9552eeee,2018-01-18 22:54:15,2512.0,9,9,5,268.02,279.0,1,30.0,29.779999999999998,0.67,1,0
2018-04-01,bba3293d6f5d5af2f415e004e8b93ae3,2018-03-01 22:34:02,7129.0,11,11,5,223.03,648.0,1,20.0,20.275454545454547,0.67,3,0
2018-04-01,bba74270a87732727b5a3b4fd9ac1c39,2018-03-31 10:49:52,5555.0,32,33,19,614.0600000000001,174.0,1,19.0,18.60787878787879,1.0,3,0
2018-04-01,bbad7e518d7af88a0897397ffdca1979,2018-03-29 10:43:43,2033.0,24,31,9,620.5,85.0,1,26.0,20.016129032258064,1.0,20,0
2018-04-01,bbaff50f3b708fda865918715276cd87,2018-03-27 14:04:31,108.0,4,4,3,58.79,27.0,1,15.0,14.6975,0.5,2,0
2018-04-01,bbf9ad41dca6603e614efcdad7aab8c4,2018-03-02 15:05:43,1996.0,4,4,3,197.91,499.0,1,49.0,49.4775,0.67,4,0
2018-04-01,bc07d855eac23aab5ac8a120f21d16b2,2018-03-17 21:26:20,316.0,3,3,3,56.75,105.0,1,19.0,18.916666666666668,0.17,6,0
2018-04-01,bc2ac6b95e1accce9858528ee566c17e,2018-03-22 13:37:34,1183.0,10,12,10,121.24000000000001,118.0,1,12.0,10.103333333333333,0.67,4,0
2018-04-01,bc302730ea8cf49b5c74f579febb5bbf,2018-03-28 09:58:06,1096.0,6,6,5,148.37,183.0,1,25.0,24.728333333333335,0.5,2,0
2018-04-01,bc47d5d1490df2b36add65d733eafaba,2018-03-30 20:41:08,435.0,11,12,5,182.47,39.0,1,17.0,15.205833333333333,0.5,9,0
2018-04-01,bc503e244f187939d10c92a5c8e378ce,2018-02-26 18:30:59,50.0,1,1,1,9.72,50.0,1,10.0,9.72,0.17,0,1
2018-04-01,bcc9dd23e2a8bd8267cf92b19304a1b9,2018-02-21 22:43:55,203.0,3,3,2,43.43,68.0,1,14.0,14.476666666666667,0.33,0,1
2018-04-01,bccf933e006e9b94a6184af782963e77,2018-02-26 16:44:23,3292.0,37,38,19,680.0600000000002,89.0,1,18.0,17.89631578947369,0.83,5,0
2018-04-01,bd0389da23d89b726abf911cccc54596,2018-03-27 12:32:16,4862.0,55,58,42,1037.16,88.0,1,19.0,17.88206896551724,1.0,11,0
2018-04-01,bd15ee794d5e640d9dd71b665b2ab15b,2018-03-30 19:43:03,68.0,2,2,2,44.91,34.0,1,22.0,22.455,0.17,8,0
2018-04-01,bd1d49a326abfa9b1036772e40445430,2018-03-14 22:28:36,381.0,7,8,7,101.95999999999998,55.0,1,15.0,12.744999999999997,0.67,5,0
2018-04-01,bd23da7354813347129d751591d1a6e2,2018-03-25 19:42:45,6246.0,59,60,8,899.0300000000001,106.0,1,15.0,14.983833333333335,1.0,6,0
2018-04-01,bd4889b5e9133b35b66e42a8665cea5c,2018-03-18 15:12:25,3609.0,15,19,7,547.34,241.0,1,36.0,28.807368421052633,1.0,10,0
2018-04-01,bdae679a9b282249bc23b9b69dae9a99,2018-02-14 11:37:48,60.0,1,1,1,15.86,60.0,1,16.0,15.86,0.17,3,0
2018-04-01,bdf0d02d36a1d839d0c39c4a887cdd49,2018-02-04 20:00:08,120.0,5,7,2,95.94999999999999,24.0,1,19.0,13.707142857142856,0.33,0,1
2018-04-01,be1e9e378700cecaa4ebf71433d7915c,2018-01-22 17:08:00,120.0,2,2,1,37.62,60.0,1,19.0,18.81,0.33,0,1
2018-04-01,be67f78487e2cecb0d55bc769709e4f5,2018-03-23 17:06:29,102.0,1,1,1,23.64,102.0,1,24.0,23.64,0.17,0,1
2018-04-01,be8e909810184b9b19e886129149d8e5,2018-03-23 12:00:17,610.0,14,14,3,208.52000000000004,44.0,1,15.0,14.894285714285717,1.0,1,0
2018-04-01,bf100ecb7997df312b285358fb32f92c,2018-02-04 20:43:44,30.0,1,1,1,15.1,30.0,1,15.0,15.1,0.17,0,1
2018-04-01,bf84056e679dbe9c69929847a40e338f,2018-03-19 16:49:08,1272.0,23,26,2,263.43,55.0,1,11.0,10.131923076923076,0.33,13,0
2018-04-01,bfd27a966d91cfaafdb25d076585f0da,2018-03-28 20:50:18,9628.0,54,54,28,1374.5800000000002,178.0,1,25.0,25.455185185185186,1.0,9,0
2018-04-01,c003204e1ab016dfa150abc119207b24,2018-03-31 17:31:47,11599.0,86,89,10,2225.0500000000006,135.0,1,26.0,25.000561797752816,1.0,54,0
2018-04-01,c0098efcf800861dcae589affca31408,2018-02-10 21:58:33,550.0,6,6,5,100.08000000000001,92.0,1,17.0,16.680000000000003,0.5,1,0
2018-04-01,c013e57c075a06e5b5c48ee03c525719,2018-03-12 16:54:01,241.0,5,5,5,74.28,48.0,1,15.0,14.856,0.33,24,0
2018-04-01,c03121937e54a93fcc1825c3098bbb6e,2018-01-22 10:45:15,149.0,1,1,1,14.77,149.0,1,15.0,14.77,0.17,3,0
2018-04-01,c0563dd588b775f2e37747ef6ad6c92c,2018-03-29 00:37:04,1720.0,13,13,5,187.08,132.0,1,14.0,14.390769230769232,0.83,3,0
2018-04-01,c13ef0cfbe42f190780f621ce81f2234,2018-01-18 13:36:21,390.0,1,1,1,61.28,390.0,1,61.0,61.28,0.17,0,1
2018-04-01,c1ed9e3daf6154542826a6996af0fb8c,2018-03-02 15:27:23,495.0,5,10,4,164.07999999999998,99.0,2,33.0,16.407999999999998,0.67,0,1
2018-04-01,c1f12f926d0ba950578b4fa41115cbb6,2018-02-24 12:00:07,90.0,1,1,1,14.38,90.0,1,14.0,14.38,0.17,0,1
2018-04-01,c26a2be5b53b7db6b276280da212a779,2018-03-09 08:23:05,3392.0,4,8,2,315.32,848.0,2,79.0,39.415,0.67,5,0
2018-04-01,c26ba52cf8d2f34915f2f6b7ffa0a3f3,2018-01-16 22:32:22,106.0,3,3,2,38.75,36.0,1,13.0,12.916666666666666,0.33,0,1
2018-04-01,c2d70ce2c5d0a2eb75e78668236e6dc8,2018-01-22 14:18:08,147.0,2,3,1,23.34,74.0,1,12.0,7.78,0.33,6,0
2018-04-01,c31eff8334d6b3047ed34bebd4d62c36,2018-03-26 18:05:41,3408.0,26,27,4,602.32,131.0,1,23.0,22.30814814814815,0.67,67,0
2018-04-01,c33a5c3c983090c8b78a28e65052a20d,2018-03-22 21:48:11,350.0,5,5,2,82.55,70.0,1,17.0,16.509999999999998,0.5,3,0
